"Row.names","Numerator","V1","ratio","L.peak","P.peak","name"
"L7.S2",12828.1118700562,20884.6428183918,0.614236593922465,"L7","S2","210430018"
"L8.S2",1792.11401243723,14940.4862315627,0.119950179978165,"L8","S2","210430018"
"L9.S2",1827.62971117235,20298.1228086109,0.0900393464166565,"L9","S2","210430018"
"L1.S4",7442.89033124011,19035.596064889,0.390998543248586,"L1","S4","210430018"
"L2.S4",23695.8933254923,24426.0388901402,0.970107901328911,"L2","S4","210430018"
"L3.S4",4766.60513683909,28689.7714322437,0.166143015398235,"L3","S4","210430018"
"L4.S4",4070.1774415467,27144.3222288008,0.149945812138501,"L4","S4","210430018"
"L5.S4",1782.32454624476,19949.688617143,0.0893409707013264,"L5","S4","210430018"
"L6.S4",1887.14579955338,25764.3087508404,0.073246513919836,"L6","S4","210430018"
"L7.S4",5615.25402122156,28908.681169164,0.194241099701607,"L7","S4","210430018"
"L8.S4",2582.7292682008,20680.7344868822,0.124885761182178,"L8","S4","210430018"
"L9.S4",3465.68447954487,28096.8157180988,0.123347944988386,"L9","S4","210430018"
"L1.S6",12276.3961582242,12683.5193573378,0.967901401208645,"L1","S6","210430018"
"L2.S6",3236.97767312639,16275.2002107051,0.198890190671648,"L2","S6","210430018"
"L3.S6",2061.23752116459,19116.1479828649,0.107827033093289,"L3","S6","210430018"
"L4.S6",1622.29572224421,18086.4069219162,0.089696960222563,"L4","S6","210430018"
"L5.S6",572.705875189327,13292.5841085224,0.0430846154903878,"L5","S6","210430018"
"L6.S6",804.277748852431,17166.896568711,0.0468505035626728,"L6","S6","210430018"
"L7.S6",12302.1258344566,19262.008710119,0.638673049088275,"L7","S6","210430018"
"L8.S6",1344.95740037389,13779.6838772048,0.0976043726662557,"L8","S6","210430018"
"L9.S6",1500.45462294497,18721.0584226135,0.080147959002817,"L9","S6","210430018"
"L1.S9",6355.67890548915,22296.8258336638,0.285048596284649,"L1","S9","210430018"
"L2.S9",9143.81098288358,28610.7738934589,0.319593276887001,"L2","S9","210430018"
"L3.S9",27392.2275485672,33604.9806190343,0.815124039472051,"L3","S9","210430018"
"L4.S9",17979.0413518838,31794.7608808934,0.565471821575739,"L4","S9","210430018"
"L5.S9",7015.85964722135,23367.5231926528,0.300239763939863,"L5","S9","210430018"
"L6.S9",14712.9751351923,30178.3197638775,0.48753460266543,"L6","S9","210430018"
"L7.S9",18132.3686086583,33861.3945637707,0.535487945557287,"L7","S9","210430018"
"L8.S9",5621.54247743083,24223.8138167251,0.232066780233817,"L8","S9","210430018"
"L9.S9",18336.7839528107,32910.4381292538,0.55717228317636,"L9","S9","210430018"
